,Rooms,Price,Date,Propertycount,Distance,Qtr,Year,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Victoria,Regionname_Western Metropolitan,Method_PI,Method_S,Method_SA,Method_SP,Method_VB
23694,3,1050000.0,2016-12-11,6543,6.3,4,2016,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23695,1,470000.0,2016-12-11,6543,6.3,4,2016,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23697,2,1271000.0,2017-05-13,4019,3.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23698,2,745000.0,2017-05-13,4019,3.0,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23699,3,1167500.0,2017-05-13,1543,7.5,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23700,3,866000.0,2017-05-13,3464,10.4,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23703,2,2130000.0,2017-05-13,3280,3.0,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23705,2,420000.0,2017-05-13,2185,10.5,2,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
23706,3,700000.0,2017-05-13,2185,10.5,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23707,3,580000.0,2017-05-13,2185,10.5,2,2017,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23708,3,1285000.0,2017-05-13,2211,5.7,2,2017,0,1,0,0,1,0,0,0,0,1,0,0,0,0
23709,5,1480000.0,2017-05-13,5301,11.0,2,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23710,3,615000.0,2017-05-13,7630,15.5,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23712,3,850000.0,2017-05-13,5132,9.4,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23713,3,911000.0,2017-05-13,5132,9.4,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23714,3,1835000.0,2017-05-13,4836,6.3,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23718,2,1020000.0,2017-05-13,6567,4.3,2,2017,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23719,3,1041000.0,2017-05-13,6567,4.3,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23720,2,565000.0,2017-05-13,6567,4.3,2,2017,0,1,0,0,0,0,0,0,1,0,1,0,0,0
23721,6,2250000.0,2017-05-13,6567,4.3,2,2017,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23722,4,900000.0,2017-05-13,6567,4.3,2,2017,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23723,2,800000.0,2017-05-13,6567,4.3,2,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23724,4,2220000.0,2017-05-13,3052,10.2,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23725,3,1510000.0,2017-05-13,3052,10.2,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23728,3,1470000.0,2017-05-13,2824,21.5,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23729,3,875000.0,2017-05-13,2243,21.5,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23730,5,942000.0,2017-05-13,2243,21.5,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23731,4,900000.0,2017-05-13,4502,9.5,2,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23732,2,450000.0,2017-05-13,2952,6.4,2,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23734,3,1135000.0,2017-05-13,5682,7.9,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23736,3,2000000.0,2017-05-13,5682,7.9,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23738,4,1850000.0,2017-05-13,7809,9.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23739,4,2000000.0,2017-05-13,7809,9.7,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23740,3,700000.0,2017-05-13,7809,9.7,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23741,4,1890000.0,2017-05-13,7809,9.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23742,3,1565000.0,2017-05-13,7809,9.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23743,4,1630000.0,2017-05-13,7809,9.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23744,4,915000.0,2017-05-13,3598,23.2,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23747,4,2200000.0,2017-05-13,5366,17.3,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23748,4,1105000.0,2017-05-13,6795,11.4,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23749,3,1303000.0,2017-05-13,6795,11.4,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23751,4,1285000.0,2017-05-13,6795,11.4,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23753,3,830000.0,2017-05-13,10969,13.8,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23755,3,767000.0,2017-05-13,10969,13.8,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23756,4,1860000.0,2017-05-13,10969,13.8,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23757,4,1262500.0,2017-05-13,10969,13.8,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23759,3,1200000.0,2017-05-13,10969,13.8,2,2017,0,1,0,0,0,0,1,0,0,1,0,0,0,0
23760,3,1105000.0,2017-05-13,2866,17.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23761,3,1390000.0,2017-05-13,5713,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23762,3,1488500.0,2017-05-13,5713,13.4,2,2017,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23764,3,1430000.0,2017-05-13,5713,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23766,2,777000.0,2017-05-13,2867,13.4,2,2017,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23767,1,1660500.0,2017-05-13,2867,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23768,3,1305000.0,2017-05-13,2867,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23769,5,1380000.0,2017-05-13,2867,13.4,2,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23770,3,1293500.0,2017-05-13,4387,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23772,3,951000.0,2017-05-13,4387,13.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23774,4,842500.0,2017-05-13,9704,25.0,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23776,2,572000.0,2017-05-13,4605,10.9,2,2017,0,0,1,1,0,0,0,0,0,0,0,0,1,0
23777,3,910000.0,2017-05-13,4605,10.9,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23778,3,1392000.0,2017-05-13,10579,10.5,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23780,3,2445000.0,2017-05-13,10579,10.5,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23781,2,520000.0,2017-05-13,10579,10.5,2,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23782,4,3110000.0,2017-05-13,10579,10.5,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23783,2,785000.0,2017-05-13,10579,10.5,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23784,4,2000000.0,2017-05-13,10579,10.5,2,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23785,2,1350000.0,2017-05-13,10579,10.5,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23786,5,2140000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23787,4,1630000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23788,2,910000.0,2017-05-13,6938,10.3,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23789,3,1975000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23790,3,1635000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23791,3,1760000.0,2017-05-13,6938,10.3,2,2017,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23792,8,1880000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23793,3,1743000.0,2017-05-13,6938,10.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23794,3,425000.0,2017-05-13,4294,14.0,2,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23795,3,525000.0,2017-05-13,4294,14.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23796,3,482000.0,2017-05-13,4294,14.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23798,3,599999.0,2017-05-13,962,6.4,2,2017,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23800,2,830000.0,2017-05-13,11918,5.2,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23802,4,1385000.0,2017-05-13,11918,5.2,2,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23803,3,981000.0,2017-05-13,11918,5.2,2,2017,0,1,0,0,1,0,0,0,0,0,0,0,1,0
23804,1,418000.0,2017-05-13,11918,5.2,2,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23806,2,1283000.0,2017-05-13,5533,4.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23807,2,1025000.0,2017-05-13,5533,4.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23808,2,1015000.0,2017-05-13,5533,4.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23809,2,500000.0,2017-05-13,5533,4.0,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23810,2,550000.0,2017-05-13,5533,4.0,2,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23811,2,460000.0,2017-05-13,5533,4.0,2,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23812,1,1185000.0,2017-05-13,5533,4.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23813,2,435000.0,2017-05-13,5533,4.0,2,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23814,3,1060000.0,2017-05-13,7082,5.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23815,2,424000.0,2017-05-13,7082,5.2,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23816,3,1220000.0,2017-05-13,7082,5.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23817,3,1097000.0,2017-05-13,7082,5.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23818,3,1100000.0,2017-05-13,7082,5.2,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23819,5,1730000.0,2017-05-13,4480,10.8,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23820,2,370000.0,2017-05-13,10175,12.1,2,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23821,3,1210000.0,2017-05-13,10175,12.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23822,3,599500.0,2017-05-13,1686,14.8,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23824,2,870000.0,2017-05-13,5678,10.4,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23825,3,1385000.0,2017-05-13,5678,10.4,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23826,5,2050000.0,2017-05-13,4048,14.7,2,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23827,5,1055000.0,2017-05-13,4048,14.7,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23828,4,2513000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23829,2,1900000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23830,4,1700000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23831,3,1620000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23832,4,3550000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23833,4,1980000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23835,3,1861000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23837,2,1402000.0,2017-05-13,8920,7.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23840,4,2510000.0,2017-05-13,3265,8.4,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23841,5,8000000.0,2017-05-13,3265,8.4,2,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23842,3,1775000.0,2017-05-13,3265,8.4,2,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23843,3,3725000.0,2017-05-13,3265,8.4,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23844,4,3450000.0,2017-05-13,3106,3.5,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23846,2,1290000.0,2017-05-13,3106,3.5,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23847,2,470000.0,2017-05-13,7822,10.1,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23849,3,1105000.0,2017-05-13,7822,10.1,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23850,3,1200000.0,2017-05-13,7822,10.1,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23851,4,842500.0,2017-05-13,7719,14.8,2,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23852,3,575000.0,2017-05-13,1989,31.2,2,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23853,4,985000.0,2017-05-13,1989,31.2,2,2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23854,4,525000.0,2017-05-13,8060,34.9,2,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23856,3,537500.0,2017-05-13,8060,34.9,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23857,2,655000.0,2017-05-13,6923,7.8,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23859,3,1000000.0,2017-05-13,5051,8.7,2,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23860,2,1104000.0,2017-05-13,5051,8.7,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23861,2,555500.0,2017-05-13,3906,27.0,2,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23862,6,850000.0,2017-05-13,3906,27.0,2,2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23863,3,690000.0,2017-05-13,3906,27.0,2,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23864,5,1500000.0,2017-05-13,9758,17.9,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23865,4,1430000.0,2017-05-13,9758,17.9,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23866,3,1210000.0,2017-05-13,9758,17.9,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23867,3,720000.0,2017-05-13,3789,27.1,2,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23868,4,1060000.0,2017-05-13,2727,17.5,2,2017,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23869,4,1401000.0,2017-05-13,5837,16.7,2,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23870,3,1650000.0,2017-05-13,5837,16.7,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23872,4,1290000.0,2017-05-13,4734,17.5,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23873,2,1250000.0,2017-05-13,2954,3.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23874,3,1652500.0,2017-05-13,2954,3.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23875,2,1250000.0,2017-05-13,2954,3.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23876,3,1660000.0,2017-05-13,2954,3.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23877,1,465000.0,2017-05-13,2954,3.6,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23878,4,680000.0,2017-05-13,11204,6.7,2,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23879,3,1180000.0,2017-05-13,11204,6.7,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23880,3,940500.0,2017-05-13,11204,6.7,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23881,3,824000.0,2017-05-13,11204,6.7,2,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23882,2,941000.0,2017-05-13,11204,6.7,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23884,2,775000.0,2017-05-13,11204,6.7,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23885,3,985000.0,2017-05-13,11204,6.7,2,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23886,4,770000.0,2017-05-13,3445,6.7,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23887,3,1309000.0,2017-05-13,4553,2.0,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23888,3,496000.0,2017-05-13,1124,17.4,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23889,4,491000.0,2017-05-13,15510,20.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23891,4,510000.0,2017-05-13,15510,20.6,2,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23892,4,603000.0,2017-05-13,5462,34.7,2,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23894,4,1220000.0,2017-05-13,11925,23.0,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23896,3,820000.0,2017-05-13,11925,23.0,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23897,3,725000.0,2017-05-13,1705,23.0,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23902,4,690000.0,2017-05-13,2276,14.7,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23903,3,730000.0,2017-05-13,4258,21.8,2,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23904,3,722888.0,2017-05-13,4258,21.8,2,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23905,3,640000.0,2017-05-13,4258,21.8,2,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23906,3,490000.0,2017-05-13,4258,21.8,2,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23907,4,730000.0,2017-05-13,3940,22.2,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23908,3,970000.0,2017-05-13,3940,22.2,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23909,4,931000.0,2017-05-13,3940,22.2,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23910,3,1380000.0,2017-05-13,9028,12.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23911,3,950000.0,2017-05-13,9028,12.4,2,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
23912,5,1360000.0,2017-05-13,9028,12.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23913,4,1100000.0,2017-05-13,9028,12.4,2,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23914,4,1420000.0,2017-05-13,10999,14.3,2,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23915,3,840000.0,2017-05-13,10999,14.3,2,2017,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23918,3,1475000.0,2017-05-13,10999,14.3,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23919,5,1165000.0,2017-05-13,10999,14.3,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23920,5,1260000.0,2017-05-13,10999,14.3,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23921,4,1180000.0,2017-05-13,10999,14.3,2,2017,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23922,4,1305000.0,2017-05-13,4790,16.1,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23924,4,490000.0,2017-05-13,7254,25.9,2,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23925,3,470500.0,2017-05-13,7254,25.9,2,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23926,2,810000.0,2017-05-13,3040,1.3,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23927,2,710000.0,2017-05-13,2546,27.0,2,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0
23928,5,3550000.0,2017-05-13,2546,27.0,2,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23929,3,1000000.0,2017-05-13,6990,18.0,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23931,3,950000.0,2017-05-13,6990,18.0,2,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23932,3,580000.0,2017-05-13,6990,18.0,2,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,1
23933,3,950000.0,2017-05-13,8989,7.2,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23934,1,360000.0,2017-05-13,8989,7.2,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23935,3,1875000.0,2017-05-13,8989,7.2,2,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23937,3,560500.0,2017-05-13,10926,19.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23938,3,414000.0,2017-05-13,10926,19.6,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23939,3,1400000.0,2017-05-13,9264,7.5,2,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23940,2,700000.0,2017-05-13,9264,7.5,2,2017,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23941,3,1406000.0,2017-05-13,588,7.5,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23943,3,1500000.0,2017-05-13,2970,5.7,2,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23944,2,949500.0,2017-05-13,5070,13.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23945,3,532000.0,2017-05-13,5070,13.1,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23946,3,698000.0,2017-05-13,5070,13.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23947,3,815000.0,2017-05-13,10788,24.8,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23949,2,1320000.0,2017-05-13,5825,2.1,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23952,2,1350000.0,2017-05-13,5825,2.1,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23953,3,2725000.0,2017-05-13,5825,2.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23956,5,1550000.0,2017-05-13,3593,3.4,2,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23957,2,500000.0,2017-05-13,3593,3.4,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23958,2,450000.0,2017-05-13,3593,3.4,2,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23959,3,871000.0,2017-05-13,7570,5.1,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23961,2,685000.0,2017-05-13,4385,15.4,2,2017,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23962,3,1277500.0,2017-05-13,4385,15.4,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23963,3,581000.0,2017-05-13,17055,38.0,2,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23964,3,840000.0,2017-05-13,7566,38.0,2,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,1
23965,3,555000.0,2017-05-13,3285,12.9,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23966,1,260000.0,2017-05-13,2403,10.1,2,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23967,2,730000.0,2017-05-13,2403,10.1,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23968,2,535000.0,2017-05-13,2403,10.1,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23973,5,1950000.0,2017-05-13,10412,7.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23976,3,2085000.0,2017-05-13,10412,7.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23977,4,1760000.0,2017-05-13,10412,7.3,2,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23978,2,710000.0,2017-05-13,10412,7.3,2,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23979,4,2340000.0,2017-05-13,10412,7.3,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
23981,4,1145000.0,2017-05-13,15321,16.7,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23982,6,1255500.0,2017-05-13,15321,16.7,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23983,3,1095000.0,2017-05-13,15321,16.7,2,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23987,3,597500.0,2017-05-13,8870,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23989,3,690000.0,2017-05-13,8870,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23990,3,822000.0,2017-05-13,8870,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23991,3,500000.0,2017-05-13,8870,11.2,2,2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23992,3,710000.0,2017-05-13,8870,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23993,2,512500.0,2017-05-13,8870,11.2,2,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23994,3,510000.0,2017-05-13,8870,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23995,4,990000.0,2017-05-13,1071,12.9,2,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23996,3,835000.0,2017-05-13,8524,16.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23997,3,1000000.0,2017-05-13,8524,16.1,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23999,3,876000.0,2017-05-13,8524,16.1,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24001,6,750000.0,2017-05-13,8524,16.1,2,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24002,4,673000.0,2017-05-13,4864,20.4,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24003,3,725000.0,2017-05-13,2606,11.2,2,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24004,4,1910000.0,2017-05-13,5454,13.8,2,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
24005,3,1620000.0,2017-05-13,5454,13.8,2,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
